Rob Pike
Alexander Stigsen,2005,2.0.2,2010-11-30,
Alexander Stigsen,2005,2.0.2,2010-11-30,,$46.95
Alexander Stigsen,2005,2.0.2,2010-11-30,,$46.95,"Proprietary, with BSD components"
Alexander Stigsen,2005,2.0.2,2010-11-30,,$46.95,"Proprietary, with BSD components",No
Ken Thompson
Ken Thompson,1970
Ken Thompson,1970,unchanged from original
Ken Thompson,1970,unchanged from original,
Ken Thompson,1970,unchanged from original,,C
Ken Thompson,1970,unchanged from original,,C,Free
Ken Thompson,1970,unchanged from original,,C,Free,?
Ken Thompson,1970,unchanged from original,,C,Free,?,Yes
Sangil Kim
Sangil Kim,1998
Sangil Kim,1998,4.2
Sangil Kim,1998,4.2,2017-01-05
Sangil Kim,1998,4.2,2017-01-05,C++
Sangil Kim,1998,4.2,2017-01-05,C++,$35
Sangil Kim,1998,4.2,2017-01-05,C++,$35,Shareware
Sangil Kim,1998,4.2,2017-01-05,C++,$35,Shareware,No
Cody Precord
Cody Precord,2007
Cody Precord,2007,0.7.20
Cody Precord,2007,0.7.20,2013-01-05
Cody Precord,2007,0.7.20,2013-01-05,Python
Cody Precord,2007,0.7.20,2013-01-05,Python,Free
Cody Precord,2007,0.7.20,2013-01-05,Python,Free,wxWindows license
Cody Precord,2007,0.7.20,2013-01-05,Python,Free,wxWindows license,Yes
"Emurasoft, Inc."
"Emurasoft, Inc.",1997
"Emurasoft, Inc.",1997,16.5.0
"Emurasoft, Inc.",1997,16.5.0,2017-03-02
"Emurasoft, Inc.",1997,16.5.0,2017-03-02,
"Emurasoft, Inc.",1997,16.5.0,2017-03-02,,$39.99 1-user
"Emurasoft, Inc.",1997,16.5.0,2017-03-02,,$39.99 1-user,Shareware
"Emurasoft, Inc.",1997,16.5.0,2017-03-02,,$39.99 1-user,Shareware,No
Lugaru Software
Lugaru Software,1984
Lugaru Software,1984,13.06
Lugaru Software,1984,13.06,2016-12-06
Lugaru Software,1984,13.06,2016-12-06,C
Lugaru Software,1984,13.06,2016-12-06,C,$250
Lugaru Software,1984,13.06,2016-12-06,C,$250,Proprietary
Lugaru Software,1984,13.06,2016-12-06,C,$250,Proprietary,No
GNU Project
GNU Project,2000
GNU Project,2000,3.22.0
GNU Project,2000,3.22.0,2016-11-23
GNU Project,2000,3.22.0,2016-11-23,C
GNU Project,2000,3.22.0,2016-11-23,C,Free
GNU Project,2000,3.22.0,2016-11-23,C,Free,GPL
GNU Project,2000,3.22.0,2016-11-23,C,Free,GPL,Yes
Enrico Tröger
Enrico Tröger,2005
Enrico Tröger,2005,1.29
Enrico Tröger,2005,1.29,2016-11-14
Enrico Tröger,2005,1.29,2016-11-14,"C, GTK2"
Enrico Tröger,2005,1.29,2016-11-14,"C, GTK2",Free
Enrico Tröger,2005,1.29,2016-11-14,"C, GTK2",Free,GPL
Enrico Tröger,2005,1.29,2016-11-14,"C, GTK2",Free,GPL,Yes
Richard Stallman
Richard Stallman,1984
Richard Stallman,1984,25.1
Richard Stallman,1984,25.1,2016-09-17
Richard Stallman,1984,25.1,2016-09-17,"C, Emacs Lisp"
Richard Stallman,1984,25.1,2016-09-17,"C, Emacs Lisp",Free
Richard Stallman,1984,25.1,2016-09-17,"C, Emacs Lisp",Free,GPL
Richard Stallman,1984,25.1,2016-09-17,"C, Emacs Lisp",Free,GPL,Yes
0x539 dev group
0x539 dev group,2005
0x539 dev group,2005,0.5.0
0x539 dev group,2005,0.5.0,2014-08-24
0x539 dev group,2005,0.5.0,2014-08-24,C++
0x539 dev group,2005,0.5.0,2014-08-24,C++,Free
0x539 dev group,2005,0.5.0,2014-08-24,C++,Free,GPL
0x539 dev group,2005,0.5.0,2014-08-24,C++,Free,GPL,Yes
John E. Davis
John E. Davis,1992
John E. Davis,1992,0.99-19
John E. Davis,1992,0.99-19,2009-12-13
John E. Davis,1992,0.99-19,2009-12-13,C
John E. Davis,1992,0.99-19,2009-12-13,C,Free
John E. Davis,1992,0.99-19,2009-12-13,C,Free,GPL
John E. Davis,1992,0.99-19,2009-12-13,C,Free,GPL,Yes
Slava Pestov
Slava Pestov,1998 (?)
Slava Pestov,1998 (?),5.3.0
Slava Pestov,1998 (?),5.3.0,2015-10-20
Slava Pestov,1998 (?),5.3.0,2015-10-20,Java
Slava Pestov,1998 (?),5.3.0,2015-10-20,Java,Free
Slava Pestov,1998 (?),5.3.0,2015-10-20,Java,Free,GPL
Slava Pestov,1998 (?),5.3.0,2015-10-20,Java,Free,GPL,Yes
Joseph Allen
Joseph Allen,1988
Joseph Allen,1988,4.4
Joseph Allen,1988,4.4,2017-01-22
Joseph Allen,1988,4.4,2017-01-22,C
Joseph Allen,1988,4.4,2017-01-22,C,Free
Joseph Allen,1988,4.4,2017-01-22,C,Free,GPL
Joseph Allen,1988,4.4,2017-01-22,C,Free,GPL,Yes
Johnathon Payne
Johnathon Payne,1983
Johnathon Payne,1983,4.16
Johnathon Payne,1983,4.16,1996-03-19
Johnathon Payne,1983,4.16,1996-03-19,C
Johnathon Payne,1983,4.16,1996-03-19,C,Free
Johnathon Payne,1983,4.16,1996-03-19,C,Free,GPL
Johnathon Payne,1983,4.16,1996-03-19,C,Free,GPL,Yes
KDE Project
KDE Project,2000-12
KDE Project,2000-12,16.12.1
KDE Project,2000-12,16.12.1,2017-01-12
KDE Project,2000-12,16.12.1,2017-01-12,C++
KDE Project,2000-12,16.12.1,2017-01-12,C++,Free
KDE Project,2000-12,16.12.1,2017-01-12,C++,Free,GPL
KDE Project,2000-12,16.12.1,2017-01-12,C++,Free,GPL,Yes
"Mansfield Software Group, Inc."
"Mansfield Software Group, Inc.",1983
"Mansfield Software Group, Inc.",1983,1.6
"Mansfield Software Group, Inc.",1983,1.6,
"Mansfield Software Group, Inc.",1983,1.6,,
"Mansfield Software Group, Inc.",1983,1.6,,,$129
"Mansfield Software Group, Inc.",1983,1.6,,,$129,Proprietary
"Mansfield Software Group, Inc.",1983,1.6,,,$129,Proprietary,No
Activestate
Activestate,open-sourced 2007
Activestate,open-sourced 2007,10.2.0
Activestate,open-sourced 2007,10.2.0,2017-02-27
Activestate,open-sourced 2007,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby"
Activestate,open-sourced 2007,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",Free
Activestate,open-sourced 2007,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",Free,"MPL, GPL, LGPL"
Activestate,open-sourced 2007,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",Free,"MPL, GPL, LGPL",Yes
Activestate
Activestate,2001
Activestate,2001,10.2.0
Activestate,2001,10.2.0,2017-02-27
Activestate,2001,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby"
Activestate,2001,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",$295
Activestate,2001,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",$295,Proprietary
Activestate,2001,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",$295,Proprietary,No
KDE Project
KDE Project,2000
KDE Project,2000,16.12.1
KDE Project,2000,16.12.1,2017-01-12
KDE Project,2000,16.12.1,2017-01-12,C++
KDE Project,2000,16.12.1,2017-01-12,C++,Free
KDE Project,2000,16.12.1,2017-01-12,C++,Free,GPL
KDE Project,2000,16.12.1,2017-01-12,C++,Free,GPL,Yes
Alexander V. Lukyanov
Alexander V. Lukyanov,1997
Alexander V. Lukyanov,1997,1.16.3
Alexander V. Lukyanov,1997,1.16.3,2016-06-06
Alexander V. Lukyanov,1997,1.16.3,2016-06-06,C++
Alexander V. Lukyanov,1997,1.16.3,2016-06-06,C++,Free
Alexander V. Lukyanov,1997,1.16.3,2016-06-06,C++,Free,GPL
Alexander V. Lukyanov,1997,1.16.3,2016-06-06,C++,Free,GPL,Yes
Edward K. Ream
Edward K. Ream,1996
Edward K. Ream,1996,5.4.1-final
Edward K. Ream,1996,5.4.1-final,2016-10-24
Edward K. Ream,1996,5.4.1-final,2016-10-24,Python
Edward K. Ream,1996,5.4.1-final,2016-10-24,Python,Free
Edward K. Ream,1996,5.4.1-final,2016-10-24,Python,Free,MIT
Edward K. Ream,1996,5.4.1-final,2016-10-24,Python,Free,MIT,Yes
Chris Granger
Chris Granger,2012
Chris Granger,2012,0.7
Chris Granger,2012,0.7,2016-01-21
Chris Granger,2012,0.7,2016-01-21,ClojureScript
Chris Granger,2012,0.7,2016-01-21,ClojureScript,Free
Chris Granger,2012,0.7,2016-01-21,ClojureScript,Free,MIT
Chris Granger,2012,0.7,2016-01-21,ClojureScript,Free,MIT,Yes
Alexander Davidson
Alexander Davidson,1999
Alexander Davidson,1999,3.6
Alexander Davidson,1999,3.6,2011-05-28
Alexander Davidson,1999,3.6,2011-05-28,C
Alexander Davidson,1999,3.6,2011-05-28,C,Free
Alexander Davidson,1999,3.6,2011-05-28,C,Free,GPL
Alexander Davidson,1999,3.6,2011-05-28,C,Free,GPL,Yes
Dave Conroy
Dave Conroy,1986
Dave Conroy,1986,current
Dave Conroy,1986,current,
Dave Conroy,1986,current,,C
Dave Conroy,1986,current,,C,Free
Dave Conroy,1986,current,,C,Free,Public domain
Dave Conroy,1986,current,,C,Free,Public domain,Yes
Thomas Wolff
Thomas Wolff,1992
Thomas Wolff,1992,2015.25
Thomas Wolff,1992,2015.25,2015-03-30
Thomas Wolff,1992,2015.25,2015-03-30,C
Thomas Wolff,1992,2015.25,2015-03-30,C,Free
Thomas Wolff,1992,2015.25,2015-03-30,C,Free,GPL
Thomas Wolff,1992,2015.25,2015-03-30,C,Free,GPL,Yes
Microsoft
Microsoft,1991
Microsoft,1991,2.0.026
Microsoft,1991,2.0.026,
Microsoft,1991,2.0.026,,
Microsoft,1991,2.0.026,,,"Bundled with MS-DOS, Microsoft Windows"
Microsoft,1991,2.0.026,,,"Bundled with MS-DOS, Microsoft Windows",Proprietary
Microsoft,1991,2.0.026,,,"Bundled with MS-DOS, Microsoft Windows",Proprietary,No
Chris Allegretta
Chris Allegretta,1999
Chris Allegretta,1999,2.7.5
Chris Allegretta,1999,2.7.5,2017-02-23
Chris Allegretta,1999,2.7.5,2017-02-23,C
Chris Allegretta,1999,2.7.5,2017-02-23,C,Free
Chris Allegretta,1999,2.7.5,2017-02-23,C,Free,GPL
Chris Allegretta,1999,2.7.5,2017-02-23,C,Free,GPL,Yes
"Sebastiano Vigna, Todd Lewis, Daniele Filaretti"
"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993
"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1
"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22
"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22,C
"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22,C,Free
"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22,C,Free,GPL
"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22,C,Free,GPL,Yes
Mark Edel
Mark Edel,1991
Mark Edel,1991,5.7
Mark Edel,1991,5.7,2017-02-08
Mark Edel,1991,5.7,2017-02-08,C
Mark Edel,1991,5.7,2017-02-08,C,Free
Mark Edel,1991,5.7,2017-02-08,C,Free,GPL
Mark Edel,1991,5.7,2017-02-08,C,Free,GPL,Yes
Microsoft
Microsoft,1985
Microsoft,1985,6.0
Microsoft,1985,6.0,
Microsoft,1985,6.0,,MASM (originally)
Microsoft,1985,6.0,,MASM (originally),Bundled with Microsoft Windows
Microsoft,1985,6.0,,MASM (originally),Bundled with Microsoft Windows,Proprietary
Microsoft,1985,6.0,,MASM (originally),Bundled with Microsoft Windows,Proprietary,No
Don Ho
Don Ho,2003-11-25
Don Ho,2003-11-25,7.3.2
Don Ho,2003-11-25,7.3.2,2017-02-13
Don Ho,2003-11-25,7.3.2,2017-02-13,C++
Don Ho,2003-11-25,7.3.2,2017-02-13,C++,Free
Don Ho,2003-11-25,7.3.2,2017-02-13,C++,Free,GPL
Don Ho,2003-11-25,7.3.2,2017-02-13,C++,Free,GPL,Yes
Florian Balmer
Florian Balmer,2004-04
Florian Balmer,2004-04,4.2.25
Florian Balmer,2004-04,4.2.25,2011-05-06
Florian Balmer,2004-04,4.2.25,2011-05-06,C++
Florian Balmer,2004-04,4.2.25,2011-05-06,C++,Free
Florian Balmer,2004-04,4.2.25,2011-05-06,C++,Free,BSD
Florian Balmer,2004-04,4.2.25,2011-05-06,C++,Free,BSD,Yes
"Eric Fookes, Fookes Software"
"Eric Fookes, Fookes Software",1995
"Eric Fookes, Fookes Software",1995,7.2
"Eric Fookes, Fookes Software",1995,7.2,2014-11-04
"Eric Fookes, Fookes Software",1995,7.2,2014-11-04,Object Pascal (Delphi)
"Eric Fookes, Fookes Software",1995,7.2,2014-11-04,Object Pascal (Delphi),"Free, $10 Standard, $20 Pro"
"Eric Fookes, Fookes Software",1995,7.2,2014-11-04,Object Pascal (Delphi),"Free, $10 Standard, $20 Pro",Proprietary
"Eric Fookes, Fookes Software",1995,7.2,2014-11-04,Object Pascal (Delphi),"Free, $10 Standard, $20 Pro",Proprietary,No
Keith Bostic
Keith Bostic,?
Keith Bostic,?,1.79
Keith Bostic,?,1.79,
Keith Bostic,?,1.79,,C
Keith Bostic,?,1.79,,C,Free
Keith Bostic,?,1.79,,C,Free,BSD
Keith Bostic,?,1.79,,C,Free,BSD,Yes
Ioannis Zafeiropoulos
Ioannis Zafeiropoulos,2014
Ioannis Zafeiropoulos,2014,1.4
Ioannis Zafeiropoulos,2014,1.4,2014-12-07
Ioannis Zafeiropoulos,2014,1.4,2014-12-07,"Objective-C, JavaScript"
Ioannis Zafeiropoulos,2014,1.4,2014-12-07,"Objective-C, JavaScript",$14.99
Ioannis Zafeiropoulos,2014,1.4,2014-12-07,"Objective-C, JavaScript",$14.99,Proprietary
Ioannis Zafeiropoulos,2014,1.4,2014-12-07,"Objective-C, JavaScript",$14.99,Proprietary,No
University of Washington
University of Washington,1992
University of Washington,1992,4.64
University of Washington,1992,4.64,
University of Washington,1992,4.64,,C
University of Washington,1992,4.64,,C,Free
University of Washington,1992,4.64,,C,Free,AL2
University of Washington,1992,4.64,,C,Free,AL2,Yes
PolySoft Solutions
PolySoft Solutions,1998
PolySoft Solutions,1998,5.4
PolySoft Solutions,1998,5.4,2010-04-07
PolySoft Solutions,1998,5.4,2010-04-07,
PolySoft Solutions,1998,5.4,2010-04-07,,$27.95
PolySoft Solutions,1998,5.4,2010-04-07,,$27.95,Shareware
PolySoft Solutions,1998,5.4,2010-04-07,,$27.95,Shareware,No
Simon Steele
Simon Steele,1998
Simon Steele,1998,2.4.2
Simon Steele,1998,2.4.2,2016-12-02
Simon Steele,1998,2.4.2,2016-12-02,C++
Simon Steele,1998,2.4.2,2016-12-02,C++,Free
Simon Steele,1998,2.4.2,2016-12-02,C++,Free,BSD
Simon Steele,1998,2.4.2,2016-12-02,C++,Free,BSD,Yes
Jan Fiala
Jan Fiala,2002
Jan Fiala,2002,4.6.2
Jan Fiala,2002,4.6.2,2017-03-01
Jan Fiala,2002,4.6.2,2017-03-01,Object Pascal (Delphi)
Jan Fiala,2002,4.6.2,2017-03-01,Object Pascal (Delphi),Free
Jan Fiala,2002,4.6.2,2017-03-01,Object Pascal (Delphi),Free,Proprietary
Jan Fiala,2002,4.6.2,2017-03-01,Object Pascal (Delphi),Free,Proprietary,No
Baara Estudio
Baara Estudio,2007
Baara Estudio,2007,1.2.21
Baara Estudio,2007,1.2.21,2011-06-16
Baara Estudio,2007,1.2.21,2011-06-16, ?
Baara Estudio,2007,1.2.21,2011-06-16, ?,Free
Baara Estudio,2007,1.2.21,2011-06-16, ?,Free,Proprietary
Baara Estudio,2007,1.2.21,2011-06-16, ?,Free,Proprietary,No
Rickard Johansson
Rickard Johansson,2004
Rickard Johansson,2004,11.22
Rickard Johansson,2004,11.22,2016-10-04
Rickard Johansson,2004,11.22,2016-10-04,Object Pascal (Delphi)
Rickard Johansson,2004,11.22,2016-10-04,Object Pascal (Delphi),Free
Rickard Johansson,2004,11.22,2016-10-04,Object Pascal (Delphi),Free,Proprietary
Rickard Johansson,2004,11.22,2016-10-04,Object Pascal (Delphi),Free,Proprietary,No
Fifesoft
Fifesoft,2003
Fifesoft,2003,2.6.2
Fifesoft,2003,2.6.2,2016-09-28
Fifesoft,2003,2.6.2,2016-09-28,Java
Fifesoft,2003,2.6.2,2016-09-28,Java,Free
Fifesoft,2003,2.6.2,2016-09-28,Java,Free,BSD
Fifesoft,2003,2.6.2,2016-09-28,Java,Free,BSD,Yes
Rob Pike
Rob Pike,early 1980s
Rob Pike,early 1980s,stable
Rob Pike,early 1980s,stable,
Rob Pike,early 1980s,stable,,C
Rob Pike,early 1980s,stable,,C,Free
Rob Pike,early 1980s,stable,,C,Free,LPL (OSI approved)
Rob Pike,early 1980s,stable,,C,Free,LPL (OSI approved),Yes
Neil Hodgson
Neil Hodgson,1999
Neil Hodgson,1999,3.7.3
Neil Hodgson,1999,3.7.3,2017-02-20
Neil Hodgson,1999,3.7.3,2017-02-20,C++
Neil Hodgson,1999,3.7.3,2017-02-20,C++,$41.99 for OS X. free for others
Neil Hodgson,1999,3.7.3,2017-02-20,C++,$41.99 for OS X. free for others,HPND
Neil Hodgson,1999,3.7.3,2017-02-20,C++,$41.99 for OS X. free for others,HPND,Yes
"SlickEdit, Inc."
"SlickEdit, Inc.",1988
"SlickEdit, Inc.",1988,21.0.0
"SlickEdit, Inc.",1988,21.0.0,2016-10-14
"SlickEdit, Inc.",1988,21.0.0,2016-10-14,"C, Slick-C"
"SlickEdit, Inc.",1988,21.0.0,2016-10-14,"C, Slick-C",$299
"SlickEdit, Inc.",1988,21.0.0,2016-10-14,"C, Slick-C",$299,Proprietary
"SlickEdit, Inc.",1988,21.0.0,2016-10-14,"C, Slick-C",$299,Proprietary,No
Peter Borg
Peter Borg,2004
Peter Borg,2004,9.2.3
Peter Borg,2004,9.2.3,2017-02-20
Peter Borg,2004,9.2.3,2017-02-20,Objective-C
Peter Borg,2004,9.2.3,2017-02-20,Objective-C,$5
Peter Borg,2004,9.2.3,2017-02-20,Objective-C,$5,Proprietary
Peter Borg,2004,9.2.3,2017-02-20,Objective-C,$5,Proprietary,No
Source Dynamics
Source Dynamics, ?
Source Dynamics, ?,4.0.0084
Source Dynamics, ?,4.0.0084,2017-02-26
Source Dynamics, ?,4.0.0084,2017-02-26,Source Insight macro language
Source Dynamics, ?,4.0.0084,2017-02-26,Source Insight macro language,$239-$255
Source Dynamics, ?,4.0.0084,2017-02-26,Source Insight macro language,$239-$255,Proprietary
Source Dynamics, ?,4.0.0084,2017-02-26,Source Insight macro language,$239-$255,Proprietary,No
TheCodingMonkeys
TheCodingMonkeys,2003
TheCodingMonkeys,2003,4.1
TheCodingMonkeys,2003,4.1,2015-02-25
TheCodingMonkeys,2003,4.1,2015-02-25,
TheCodingMonkeys,2003,4.1,2015-02-25,,$35 commercial use
TheCodingMonkeys,2003,4.1,2015-02-25,,$35 commercial use,Proprietary
TheCodingMonkeys,2003,4.1,2015-02-25,,$35 commercial use,Proprietary,No
Jon Skinner
Jon Skinner,2008
Jon Skinner,2008,2.0.2
Jon Skinner,2008,2.0.2,2013-07-08
Jon Skinner,2008,2.0.2,2013-07-08,"C++, Objective-C++ (OS X version), Python"
Jon Skinner,2008,2.0.2,2013-07-08,"C++, Objective-C++ (OS X version), Python",$70
Jon Skinner,2008,2.0.2,2013-07-08,"C++, Objective-C++ (OS X version), Python",$70,Proprietary
Jon Skinner,2008,2.0.2,2013-07-08,"C++, Objective-C++ (OS X version), Python",$70,Proprietary,No
Juraj Simlovic
Juraj Simlovic,2001
Juraj Simlovic,2001,6.0.2
Juraj Simlovic,2001,6.0.2,2011-11-30
Juraj Simlovic,2001,6.0.2,2011-11-30,C
Juraj Simlovic,2001,6.0.2,2011-11-30,C,Free
Juraj Simlovic,2001,6.0.2,2011-11-30,C,Free,Freeware
Juraj Simlovic,2001,6.0.2,2011-11-30,C,Free,Freeware,No
Mitchell
Mitchell,2007
Mitchell,2007,9.3
Mitchell,2007,9.3,2017-02-28
Mitchell,2007,9.3,2017-02-28,"C, Lua"
Mitchell,2007,9.3,2017-02-28,"C, Lua",Free
Mitchell,2007,9.3,2017-02-28,"C, Lua",Free,MIT
Mitchell,2007,9.3,2017-02-28,"C, Lua",Free,MIT,Yes
Apple Inc.
Apple Inc.,2001
Apple Inc.,2001,1.12
Apple Inc.,2001,1.12,2016-08-04
Apple Inc.,2001,1.12,2016-08-04,
Apple Inc.,2001,1.12,2016-08-04,,Free (also bundled with OS X)
Apple Inc.,2001,1.12,2016-08-04,,Free (also bundled with OS X),New BSD
Apple Inc.,2001,1.12,2016-08-04,,Free (also bundled with OS X),New BSD,Yes
MacroMates
MacroMates,2004-10-10
MacroMates,2004-10-10,1.5.11
MacroMates,2004-10-10,1.5.11,2012-07-13
MacroMates,2004-10-10,1.5.11,2012-07-13,Objective-C++
MacroMates,2004-10-10,1.5.11,2012-07-13,Objective-C++,$53 (€39)
MacroMates,2004-10-10,1.5.11,2012-07-13,Objective-C++,$53 (€39),"Proprietary, with MIT components. Version 2 released under GPLv3"
MacroMates,2004-10-10,1.5.11,2012-07-13,Objective-C++,$53 (€39),"Proprietary, with MIT components. Version 2 released under GPLv3",Yes (from version 2)
Helios Software Solutions
Helios Software Solutions,1992
Helios Software Solutions,1992,8.1.1
Helios Software Solutions,1992,8.1.1,2016-12-07
Helios Software Solutions,1992,8.1.1,2016-12-07,
Helios Software Solutions,1992,8.1.1,2016-12-07,,$30.00 (£16.50)
Helios Software Solutions,1992,8.1.1,2016-12-07,,$30.00 (£16.50),Shareware
Helios Software Solutions,1992,8.1.1,2016-12-07,,$30.00 (£16.50),Shareware,No
Bare Bones Software
Bare Bones Software,2003
Bare Bones Software,2003,5.5.1
Bare Bones Software,2003,5.5.1,2016-07-27
Bare Bones Software,2003,5.5.1,2016-07-27,
Bare Bones Software,2003,5.5.1,2016-07-27,,Free
Bare Bones Software,2003,5.5.1,2016-07-27,,Free,Proprietary
